,CPU 제조사,그래픽 제조사,메모리 용량,저장장치1 크기,저장장치2 크기,운영체제,CPU Score,GPU Score,용도,최저가,메모리 타입_DDR3L,메모리 타입_DDR4,메모리 타입_DDR5,메모리 타입_GDDR6,메모리 타입_LPDDR4,메모리 타입_LPDDR5,저장장치1_M.2,저장장치1_SSD,저장장치1_eMMC,저장장치1_mSATA,저장장치2_M.2,저장장치2_SSD,저장장치2_eMMC,저장장치2_mSATA
2752,0,0,8,256.0,0.0,0,13011,1998,0,528990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6040,1,0,8,256.0,0.0,1,16798,1279,0,1352600,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4919,1,0,16,500.0,0.0,0,36085,2496,0,1278990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5318,1,1,32,500.0,0.0,1,37465,5062,1,2184810,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4255,1,0,4,128.0,0.0,0,4286,727,0,411250,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3183,1,0,8,500.0,0.0,0,2367,1521,0,346000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5158,1,0,32,2000.0,0.0,0,2672,727,0,750000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3738,1,0,12,512.0,0.0,1,6340,1521,0,1610700,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5357,1,0,64,1000.0,0.0,0,2672,727,0,933000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3825,1,0,64,1000.0,0.0,0,14328,1644,0,733990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1102,1,0,8,250.0,128.0,1,22978,1746,0,1138090,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3848,1,0,16,256.0,0.0,0,17078,1644,0,647990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
488,1,0,4,256.0,0.0,1,4286,727,0,686750,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6147,1,0,4,120.0,0.0,1,4394,1101,0,382000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4772,1,0,16,256.0,0.0,1,20074,1746,0,967250,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6019,1,0,8,256.0,0.0,1,17421,2496,0,1068990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2767,1,0,32,2000.0,0.0,0,11389,1521,0,1168990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2311,1,0,16,512.0,0.0,1,31337,2496,0,1446990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3230,1,0,16,256.0,0.0,0,21950,0,0,1002540,0,0,1,0,0,0,1,0,0,0,1,0,0,0
942,1,0,8,128.0,0.0,1,2816,727,0,598490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4992,1,0,32,128.0,0.0,0,6235,1521,0,679880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4426,0,0,16,256.0,0.0,0,15608,1792,0,527990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
596,1,1,32,250.0,0.0,0,10488,13988,1,2279280,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2889,0,0,8,250.0,0.0,0,16323,2370,0,479240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4059,1,0,8,512.0,0.0,0,2367,1521,0,413240,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1401,1,1,16,500.0,0.0,0,34667,22296,1,1996590,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5111,1,0,16,512.0,0.0,0,12309,1279,0,629000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
506,1,1,64,1000.0,0.0,1,19524,22296,1,2143590,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4227,1,0,8,256.0,0.0,1,12309,1279,0,818990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1068,1,0,8,250.0,128.0,1,12309,1279,0,736240,0,1,0,0,0,0,0,1,0,0,1,0,0,0
407,1,1,16,256.0,0.0,0,19804,12770,1,779000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5302,1,1,32,256.0,0.0,1,36085,12770,1,2384140,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2387,1,0,8,512.0,0.0,1,31337,2496,0,1248880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3441,1,0,8,256.0,0.0,1,10044,0,0,1183000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1582,1,0,8,500.0,0.0,0,9472,1279,0,619400,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6161,1,0,16,256.0,0.0,1,12950,1279,0,1019050,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1280,1,0,16,128.0,1000.0,1,2367,1521,0,704990,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3177,1,0,4,512.0,0.0,0,2367,1521,0,340340,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1719,1,0,8,240.0,0.0,0,13355,1279,0,758100,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5322,1,1,64,250.0,0.0,1,37465,5062,1,2228410,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4789,1,0,16,512.0,0.0,1,3453,368,0,943990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2987,0,0,8,512.0,0.0,1,13155,2009,0,958990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3049,1,0,32,512.0,0.0,1,11389,1521,0,1128180,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4436,1,1,32,512.0,0.0,0,20074,22296,1,2185160,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4423,0,0,4,128.0,0.0,0,15608,1792,0,477990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6385,1,0,32,250.0,0.0,1,31337,2496,0,1525080,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5573,1,0,32,1000.0,0.0,0,4138,727,0,797000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3119,1,0,16,256.0,0.0,1,4138,727,0,925000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5151,1,0,8,256.0,0.0,0,2672,727,0,395000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45,1,1,16,500.0,0.0,0,34667,17071,1,1606150,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2582,1,0,16,250.0,0.0,0,17025,0,0,1320080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2845,1,0,32,256.0,0.0,0,4286,727,0,720000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1081,1,0,32,2000.0,128.0,1,12309,1279,0,1168490,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6356,1,0,16,256.0,0.0,1,6749,1101,0,859720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5460,0,0,16,512.0,0.0,0,16323,2370,0,622740,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2710,1,1,16,512.0,0.0,0,19524,22296,1,1544990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6228,1,0,8,256.0,0.0,0,20074,1746,0,978870,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4115,1,1,32,512.0,0.0,1,34498,23611,1,3978060,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2193,0,0,32,1000.0,0.0,0,24568,2775,0,909720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5367,1,0,16,512.0,0.0,1,2272,727,0,1199380,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2135,1,0,16,512.0,0.0,1,19524,1644,0,901080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4373,1,0,32,512.0,0.0,1,36085,2496,0,1765960,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1344,1,0,8,240.0,128.0,1,16798,1279,0,965190,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2040,1,1,8,256.0,0.0,0,9541,11873,1,1350000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3127,1,0,4,128.0,0.0,1,1695,326,0,388810,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4083,1,0,32,1000.0,0.0,1,6340,1521,0,1320000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2932,0,0,4,120.0,0.0,0,6870,0,0,495000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6406,1,0,8,256.0,0.0,0,20074,1746,0,889520,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6379,1,0,16,250.0,0.0,1,31337,2496,0,1364950,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4654,1,1,32,1000.0,0.0,1,41519,22296,1,3480680,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5217,0,0,16,256.0,0.0,0,15608,1792,0,623990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1498,1,0,4,240.0,0.0,0,10356,1279,0,608950,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3461,1,1,32,512.0,0.0,1,21180,17071,1,2354000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1501,1,0,8,512.0,0.0,0,10356,1279,0,691600,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4382,1,0,32,1000.0,0.0,0,19524,1644,0,842990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5600,1,0,4,500.0,0.0,0,11085,0,0,805990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1003,1,0,4,240.0,0.0,0,1413,326,0,249980,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1758,0,0,16,500.0,0.0,0,19836,2580,0,699000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5712,1,0,64,4000.0,0.0,0,6235,1521,0,2565990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
43,1,0,32,1000.0,0.0,1,17554,0,0,1663000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5942,1,0,16,256.0,0.0,1,12257,1279,0,809000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1621,1,0,4,64.0,0.0,1,2825,0,0,345500,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4697,1,1,32,512.0,0.0,1,19524,10075,1,1768720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
42,1,0,32,512.0,0.0,1,17554,0,0,1608330,0,0,1,0,0,0,1,0,0,0,1,0,0,0
663,0,0,8,250.0,0.0,0,4483,0,0,383510,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2322,1,0,64,1000.0,0.0,1,31337,2496,0,1978990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2032,1,1,16,512.0,0.0,0,19028,22296,1,2360640,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4664,0,0,8,256.0,0.0,0,10888,2181,0,462000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
791,1,0,4,128.0,0.0,0,16798,1279,0,725990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1658,1,1,16,500.0,0.0,0,17078,17071,1,1202950,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2191,0,0,32,256.0,0.0,0,24568,2775,0,819730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
267,0,0,16,256.0,0.0,1,24568,2775,0,890890,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2022,1,1,16,256.0,0.0,0,12370,12770,1,1389000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5478,0,0,8,500.0,0.0,0,13155,2009,0,599000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2119,1,1,16,256.0,0.0,0,19804,17071,1,949860,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2023,0,0,8,240.0,0.0,0,9332,0,0,618800,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2495,0,0,8,512.0,0.0,1,19836,2580,0,891000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2805,1,0,16,256.0,0.0,0,31337,2496,0,2670670,0,1,0,0,0,0,1,0,0,0,1,0,0,0
977,1,0,16,500.0,0.0,0,19804,16042,1,1056300,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6175,1,0,8,256.0,0.0,1,31337,2496,0,1267710,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3019,1,0,16,1000.0,0.0,1,12309,1279,0,964690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1565,1,0,4,120.0,0.0,0,13355,1279,0,709650,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5794,1,0,8,512.0,0.0,0,5180,1521,0,591160,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1919,1,0,4,120.0,0.0,0,2892,326,0,519700,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4037,1,0,8,1000.0,0.0,1,13409,0,0,1014000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5284,1,1,64,2000.0,0.0,1,31337,17071,1,2485880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3417,1,0,16,512.0,0.0,1,20287,2496,0,1618880,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3181,1,0,8,256.0,0.0,0,2367,1521,0,323680,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4512,1,0,8,256.0,0.0,0,10488,0,0,1093990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6184,1,0,8,256.0,0.0,1,19524,1644,0,1047720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1201,1,0,8,512.0,128.0,1,17576,1746,0,830290,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3830,1,0,8,512.0,0.0,1,9472,1279,0,917690,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6435,1,0,4,256.0,0.0,1,7847,1279,0,688720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1647,0,1,16,512.0,0.0,0,21959,17071,1,1155680,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5326,1,0,4,1000.0,0.0,1,14328,1644,0,778000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3804,1,0,16,256.0,0.0,0,12309,1279,0,647990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2143,1,1,32,512.0,0.0,1,16534,12707,1,1764450,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5699,1,0,16,240.0,0.0,0,6235,1521,0,1582990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3707,1,0,32,512.0,0.0,0,20287,2496,0,1158180,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3365,1,0,8,512.0,0.0,0,31337,2496,0,1358990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2406,1,0,8,256.0,0.0,0,12840,1644,0,658720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2127,1,0,8,256.0,0.0,1,19524,1644,0,701690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4945,1,0,4,128.0,0.0,0,4286,727,0,475000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2056,1,1,8,256.0,0.0,1,12988,13988,1,1830000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
842,0,1,16,500.0,0.0,0,21959,20406,1,1466110,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2405,1,0,8,256.0,0.0,1,6749,1101,0,850660,0,1,0,0,0,0,1,0,0,0,1,0,0,0
36,1,0,8,2000.0,0.0,1,17554,0,0,1613930,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3339,0,1,32,1000.0,0.0,0,27586,25205,1,4290000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4619,1,1,128,1000.0,0.0,1,25525,25205,1,5470990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3850,1,0,16,1000.0,0.0,0,17078,1644,0,739000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4874,1,0,16,512.0,0.0,0,36085,2496,0,1135060,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2118,0,0,16,512.0,0.0,1,14602,0,0,1268990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1709,0,1,32,512.0,0.0,1,19836,20406,1,1520000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5576,1,0,64,1000.0,0.0,0,4138,727,0,871000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4698,1,1,8,512.0,0.0,1,19524,10075,1,1578990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3390,1,0,64,2000.0,0.0,0,17554,0,0,1483730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2632,1,0,16,256.0,0.0,1,17025,0,0,1468670,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6193,1,1,32,512.0,0.0,1,19804,17071,1,1559000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1173,0,1,32,1000.0,0.0,0,39306,27299,1,3684000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5541,1,0,16,256.0,0.0,0,12257,1279,0,659000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2945,0,0,16,250.0,0.0,0,6870,0,0,661280,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2736,1,0,16,500.0,0.0,1,6340,1521,0,1174980,0,1,0,0,0,0,1,0,0,0,1,0,0,0
867,0,0,16,500.0,0.0,0,2564,9287,1,780080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
697,0,0,16,500.0,0.0,0,21959,14491,1,1004633,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4302,1,1,32,1000.0,0.0,1,20074,17071,1,2247690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4159,1,0,8,64.0,256.0,1,2654,368,0,403990,0,1,0,0,0,0,0,0,1,0,0,1,0,0
486,1,1,16,500.0,0.0,0,19804,12707,1,1039000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4869,1,0,8,256.0,0.0,1,3453,368,0,628880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3252,1,0,8,1000.0,0.0,1,19524,1644,0,1033990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2333,1,1,32,1000.0,0.0,1,17576,12770,1,1518990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6296,1,1,32,256.0,0.0,1,8776,2522,0,1183000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1538,0,1,32,512.0,0.0,0,28127,27299,1,3390000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3641,0,0,32,1000.0,0.0,0,24568,2775,0,859000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2206,1,0,4,1000.0,0.0,1,2062,1521,0,749000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
346,1,0,16,1000.0,0.0,0,17554,0,0,1085500,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5401,1,0,16,512.0,0.0,1,31337,2496,0,1194560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4328,1,1,32,1000.0,0.0,1,19524,20406,1,1728770,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5508,1,0,32,512.0,0.0,0,16798,1279,0,917000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3432,0,0,8,250.0,0.0,0,15608,1792,0,473620,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1030,0,0,32,512.0,0.0,0,28127,26159,1,3179000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5485,0,0,32,256.0,0.0,0,13155,2009,0,798990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1591,1,0,4,64.0,0.0,1,1413,326,0,389070,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3530,1,0,8,64.0,120.0,1,2146,0,0,404990,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4797,1,0,64,512.0,0.0,1,3453,368,0,1248990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
30,0,1,64,2000.0,0.0,0,19836,17071,1,1798990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1824,1,0,32,2000.0,0.0,0,6649,1279,0,961400,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4009,1,1,16,4000.0,0.0,1,10488,13988,1,3367000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1065,1,0,4,240.0,128.0,1,12309,1279,0,703940,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3677,0,0,16,480.0,0.0,1,16323,2370,0,759000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2961,0,1,16,256.0,0.0,1,24568,12770,1,898990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3698,1,0,16,256.0,0.0,0,20287,2496,0,991600,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2329,1,1,16,512.0,0.0,1,17576,12770,1,1148720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1124,1,0,4,240.0,128.0,1,4286,727,0,555740,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2986,0,0,8,1000.0,0.0,1,13155,2009,0,945000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5012,1,0,8,250.0,0.0,0,19524,1644,0,589000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2566,1,0,16,512.0,0.0,1,19524,1644,0,1048990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
464,1,0,16,256.0,0.0,1,19524,1644,0,848790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
847,0,1,16,500.0,0.0,0,21959,17071,1,1259080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5288,0,1,8,256.0,0.0,0,24568,20406,1,1379000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5025,1,1,8,256.0,0.0,1,8754,2522,0,1368600,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4540,1,1,16,512.0,0.0,0,38392,17071,1,1541310,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2547,1,0,8,256.0,0.0,0,10488,0,0,1135990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
313,0,1,16,500.0,0.0,0,21959,23611,1,1599000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1490,0,1,16,500.0,0.0,0,2564,11873,1,939750,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2673,0,1,8,512.0,0.0,0,19836,17071,1,1278990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2558,1,0,4,128.0,0.0,0,1141,923,0,540000,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3151,1,0,16,512.0,0.0,1,31337,2496,0,1318780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
578,1,1,32,256.0,0.0,0,10488,13988,1,2000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1835,1,0,4,120.0,0.0,0,9745,1279,0,590900,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2794,1,0,16,512.0,0.0,1,12309,1279,0,1150000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5923,1,0,8,1000.0,0.0,1,19524,1644,0,1134000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3667,1,0,64,512.0,0.0,0,3453,368,0,1018990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5215,0,0,64,2000.0,0.0,0,15608,1792,0,1019760,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2222,0,0,16,256.0,0.0,0,24568,2775,0,728730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5536,1,1,32,512.0,0.0,1,34498,22296,1,3699000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6363,1,0,16,256.0,0.0,1,6749,1101,0,859720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4915,1,0,8,500.0,0.0,0,36085,2496,0,1256990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2343,0,0,16,1000.0,0.0,1,19836,2580,0,779730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5216,0,0,8,128.0,0.0,0,15608,1792,0,514990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4514,1,0,8,512.0,0.0,0,10488,0,0,1119990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5325,1,0,4,256.0,0.0,1,14328,1644,0,678000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1353,1,0,16,256.0,128.0,1,16798,1279,0,1030740,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5668,1,0,8,240.0,0.0,1,14328,1644,0,696990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3576,1,0,16,512.0,0.0,1,3974,1521,0,1358710,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5993,0,0,64,2000.0,0.0,0,15608,1792,0,1042630,0,1,0,0,0,0,1,0,0,0,1,0,0,0
447,1,1,16,512.0,0.0,1,34667,20406,1,2155580,0,1,0,0,0,0,1,0,0,0,1,0,0,0
237,1,1,16,512.0,0.0,1,19804,20406,1,1696880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
300,1,0,16,512.0,0.0,1,14328,1644,0,662860,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3471,1,0,16,256.0,0.0,1,4286,727,0,560000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
620,1,0,32,1000.0,0.0,0,19524,1644,0,1000090,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2439,0,1,64,512.0,0.0,0,26675,17071,1,1648990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4679,1,1,64,1000.0,0.0,1,41504,27299,1,5868120,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1436,1,0,8,64.0,120.0,1,1413,326,0,359360,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1796,1,1,8,256.0,0.0,0,8843,7820,1,774450,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6305,1,0,16,512.0,0.0,1,12309,1279,0,1300000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4707,1,0,32,512.0,0.0,0,6749,1101,0,588990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5624,1,0,32,240.0,0.0,0,11085,0,0,943990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2696,1,0,16,512.0,0.0,1,31337,2496,0,1440000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3633,1,1,64,2000.0,0.0,1,22645,12707,1,2598990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3194,1,0,32,256.0,0.0,0,2367,1521,0,462990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3210,1,0,16,512.0,0.0,1,2373,1521,0,773000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
395,1,0,16,2000.0,0.0,1,19524,1644,0,1081720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4005,1,1,16,500.0,0.0,1,10488,13988,1,2517990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1950,1,1,8,256.0,0.0,0,9472,16570,1,1450000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5973,1,0,8,256.0,0.0,1,8754,1279,0,900610,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2706,1,0,64,512.0,0.0,1,31337,2496,0,1998990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2938,0,0,8,250.0,0.0,0,6870,0,0,624510,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4178,1,0,8,1000.0,0.0,0,10044,0,0,910990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6000,1,0,8,512.0,0.0,1,8776,1279,0,820800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1450,1,0,4,64.0,500.0,1,2825,0,0,453410,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1208,1,0,16,500.0,128.0,1,17576,1746,0,857840,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4764,1,0,16,1000.0,0.0,1,8776,1279,0,929290,0,1,0,0,0,0,1,0,0,0,1,0,0,0
533,1,0,8,1000.0,0.0,1,14328,1644,0,984720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5698,1,0,8,1000.0,0.0,0,6235,1521,0,792790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4785,1,0,8,512.0,0.0,1,3453,368,0,888990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1877,1,0,4,128.0,0.0,1,2719,923,0,1291130,0,1,0,0,0,0,1,0,0,0,1,0,0,0
